epc,up,y1,v1,v2,theta,x
1022,9,370,66.5281895139196,77.6659513557904,0.207496226435203,1029
893,8,292,87.4642784226795,89.5600357302296,0.111890266171676,771
10,2,373,48.3838816136118,43,0,636
1000,6,349,50.3289181286465,61.3921819126833,0.213368642151808,1000
656,3,345,50.9607692249636,66.7532770731145,-0.150371428007135,378
951,8,289,98.0051019080129,96.1769203083567,-0.440395986190343,158
336,3,386,30.6104557300279,33.5261092284804,-0.302884868374971,528
643,4,369,57.6974869470066,88.4590300647707,-0.181875741727454,394
1015,9,346,55.7584074378026,73.9256383131049,-0.403115589218699,85
36,2,339,50.6951674225463,73.824115301167,-0.149559739873703,591
679,6,330,74.706090782479,97.5294827218929,-0.269849155938469,283
19,3,350,56.3205113613149,89.1066776397819,-0.157768737595954,510
144,2,345,53.3104117410474,75,-0.283794109208328,398
959,9,345,71.505244562899,86.8331733843696,-0.504861371659126,98
832,3,268,135.074053763112,129.988461026354,0.123400796363076,791
1,1,352,53.851648071345,84.5281018360166,-0.190435115413554,447
853,6,330,53.6003731330296,75.8023746329889,0.145628380570823,780
915,6,128,162.012345208629,123.943535531306,-0.496127157788307,156
25,3,363,42.9418211071678,56.7538544946508,-0.249252141385214,481
3,2,387,37.2021504754766,57.0087712549569,-0.0175420600574025,544
8,1,252,122.00409829182,106.117859005919,-0.0471348738135006,624
657,4,383,41.8807831827438,37.4432904536981,-0.595409875478733,244
16,1,278,95.524865872714,94.2019108086455,-0.159913123158219,508
88,3,385,38.0788655293195,42.4499705535822,-0.262119841265473,615
1015,9,281,96.3016095400279,93.4772699644143,-0.478000690274627,47
951,8,373,49.3963561409139,61.6846820531645,-0.34738596291832,254
944,5,373,77.4209274033836,78.7718223732319,-0.349855601857098,162
200,3,318,61.0081961706786,61.0327780786685,-0.0327751444040758,589
852,5,312,74.6726188103779,87.5728268357257,0.114440305270063,765
24,2,375,38.2099463490856,50,-0.283794109208328,473
840,4,361,48.3735464897913,103.237590053236,0.0678568228563039,720
1,1,378,43.0116263352131,53.1507290636732,-0.208465218379988,503
876,6,166,153.834326468445,117.209214654821,0.0597578263883976,769
852,5,130,161.111762450791,118.22859214251,0.144289394537742,719
666,5,155,144.128414963879,,,468
145,3,200,158.710428138796,124.338248338956,-0.194240996181404,551
1005,8,234,175.581889726703,138.755180083484,0.159224576101551,881
262,3,248,157.152791893749,139.301830569451,0.136820956070865,827
763,8,221,167.358895789856,132.574507353412,-0.197395559849881,439
893,8,122,153.443800787129,109.293183684986,0.0732631337392395,754
1022,9,166,153.687995627505,,,1019
755,7,218,161.505417865779,124.779806058513,-0.169101226001377,454
265,3,206,159.154013458662,122.690667941779,0.106156801512636,701
0,0,246,152.052622469986,124.145076422708,-0.0483493866519029,628
947,7,176,155.93909067325,,,256
772,3,176,157.714932710888,124.326183887386,0.0724535960885885,773
179,5,181,156.179384042837,126.81088281374,-0.32923171158387,472
1004,7,144,144.156165320808,112.361025271221,0.0801848473013163,941
780,4,166,147.105404387466,119.037809119624,-0.0252047453269417,763
960,4,171,159.878078547373,118.456743159687,0.204017979592549,975
641,3,271,143.293405291381,136.894119669181,-0.205991336675831,341
2,1,233,163.600122249343,134.182711255959,-0.0521913655871038,556
865,5,252,164.103625797848,147.962833171037,0.259731691053137,773
806,5,149,164.347193465541,,,831
17,2,191,152.069063257456,123.91125856838,-0.121352000570764,532
1,1,205,176.025566324895,132.740348048361,0.105665582099856,663
678,5,217,160.56151469141,117.720006795786,-0.284133898525866,324
834,4,247,156.923548264752,137.931142241337,0.116261646082486,800
832,3,156,164.596476268479,,,792
691,6,195,151.426549851735,121.396046064112,-0.19901106732976,427
19,3,248,160.380796855484,142.39382009062,-0.18362232616928,539
672,3,192,166.865215068929,140.427917452336,-0.457278268382143,336
550,4,268,164.711869639076,150.153255042973,-0.262747390602609,306
1002,7,230,164.924225024706,133.880543769436,0.241355490575404,988
656,3,246,162.778991273444,142.042247236518,-0.169778273968338,403
40,2,267,153.003267938956,145.086181285469,0.034469100999508,671
514,2,247,166.207701385947,143.680200445294,0.282123732142715,845
34,2,174,151.462866736372,119.682914403017,-0.167895923250375,504
992,5,192,162.788205960997,128.549601321824,0.235544980720863,949
658,4,206,165.339045600245,128.319912718175,-0.227967071821508,418
72,2,136,138.003623140844,,,666
43,4,209,167.358895789856,,,479
32,1,214,179.044687159379,135.092560861063,-0.03702011587393,649
517,3,207,187.515332706422,149.939987995198,-0.347061603539491,349
842,5,308,70.0642562224134,79.227520471109,0.0758038373611393,806
658,4,370,38.4707681233427,48.3838816136118,-0.315214699750711,343
656,3,315,74.9466476902069,85.4400374531753,-0.284730438522712,334
893,8,265,113,104.004807581188,0.00961508829970252,719
944,5,334,76.2758153020995,91.5478017212866,-0.380506377112365,139
789,5,302,116.970081644838,116.867446279963,-0.413880308250739,119
688,4,326,74.7261667690776,97.6729235765982,-0.185347949995695,398
1020,8,317,67.468511173732,84.7230783199005,0.202025156403592,971
104,3,359,58.6941223633168,97.1287804927046,-0.0515008109512255,643
667,6,198,40.4474968323134,37.4833296279826,-0.160762740625835,464
18,2,336,78.390050389064,108.466584716216,-0.213668987539984,437
836,4,250,128.062484748657,110.040901486674,0.0272659684555945,754
678,5,342,56.859475903318,77.6208734813001,-0.260602391747341,296
1022,9,202,185.585559783082,,,1000
897,4,315,77.0259696466069,84.6935652809586,-0.400240657033974,134
1015,9,352,39.4081209904761,48.8466989672793,-0.399515493999375,95
2,1,359,58.9406481131655,97.7394495585073,-0.123085959695006,502
251,7,364,55.4616984954482,81.7863069223693,-0.209385392953495,422
12,2,336,52.4690384893796,75.2396172239067,-0.0798299857122373,602
947,7,354,51.478150704935,70.5195008490559,-0.317266279521826,265
780,4,136,160.798009937934,118.342722632192,0.0761238032205273,818
814,6,373,49.0407993409569,77.9294552784761,0.154600545431201,870
1004,7,333,71.8401002226472,97.082439194738,0.207496226435203,956
473,6,308,72.0069441095788,85.5862138431184,-0.117108744566864,546
959,9,335,68.0955211449329,90.1387818865997,-0.339292614454045,217
19,3,334,89.1852005660132,122.331516789419,-0.147677337047826,511
695,7,314,69.2603782836912,74.6324326281812,-0.313276180993672,286
992,5,368,51.9711458407451,73.5459040327876,0.205395389189767,1007
149,4,233,124.458828533777,103.40696301507,-0.165148677414627,533
644,3,258,110.163514831363,97.8008179924892,-0.279704152463631,332
260,2,137,160.312195418814,,,664
256,1,269,109.457754407808,101.316336293808,-0.0790428941785926,609
97,3,383,35.3553390593274,38.1182371050918,-0.0787839609891438,647
3,2,351,56.6127194188726,88.9550448260243,-0.146666493797193,496
832,3,330,60.0333240792145,80.0999375780032,0.0499583957219428,775
951,8,322,77.6981338257232,86.0058137569781,-0.406418502656145,108
1007,9,295,78.7718223732319,81.7435012707432,0.134976749853923,894
268,3,194,185.21878954361,141.286942071799,-0.0637433125326871,661
763,8,303,116.456000274782,130.268952555857,-0.224497356145076,396
774,4,239,126.66885963014,108.779593674549,0.119794022752755,822
4,1,201,150.336289697465,116.901668080485,-0.180618610584267,606
69,3,148,187.949461292125,553.336244972259,1.30565380326254,594
456,4,140,168.67127793433,134.733069437314,-0.201762344320287,559
580,3,202,159.078596926174,125.035994817492,0.0239953935918699,756
955,8,256,149.696359341168,134.406101051998,-0.333514717546401,269
549,4,117,187.877619742214,,,347
656,3,149,194.517351411127,0,,451
947,7,206,162.163497742248,127.015747055237,-0.474210596403859,212
472,5,180,145.38225476309,113.951744172698,-0.185347949995695,564
644,3,200,132.502830158454,104.06248123123,-0.343023940420703,334
910,6,162,176.229963400098,,,818
0,0,246,140.246212070059,126.115026860402,-0.183399584219517,477
842,5,195,193.064755975812,,,770
1005,8,195,148.973151943563,114.629839047257,0.104876938730234,853
696,5,321,104.546640309481,127.882758806651,-0.21273178069161,388
100,3,205,195.13328778043,,,621
893,8,227,152.013157325279,119.037809119624,-0.0252047453269417,713
1007,9,301,92.5418824100742,104.690018626419,0.114876605416899,878
324,3,224,145.880087743324,116.965806969387,-0.128596750654904,580
468,5,299,119.854077944808,131.855982041013,-0.114007292393342,565
57,4,289,112.538882169675,121.016527796826,-0.182809884379603,468
657,4,223,157.708592029731,124.663547198048,-0.243033140289679,440
876,6,117,164.027436729347,,,740
8,1,252,131.381124976155,115.351636312625,-0.0781016777199854,613
945,6,277,137.786066058945,132.257324938924,-0.355230862046682,221
1,1,329,90.0943949421938,123.583979544276,-0.0972531982515658,526
929,5,206,167.868996541946,134.078335311862,-0.390201364206757,191
840,4,219,124.145076422708,102.078401241399,-0.0391956019270547,691
401,4,248,148.222805262888,128.132743668432,-0.133067262008557,566
3,2,282,112.294256309038,116.965806969387,-0.128596750654904,527
661,5,320,114.236596587959,128.062484748657,-0.25255427577806,344
41,3,203,141.795627577158,110.168053445634,-0.145748126708437,634
948,6,238,163.615402697912,131.700417615131,-0.405888794927813,168
364,5,253,135.092560861063,121.037184369102,-0.0247883100372996,680
832,3,285,122.102416028513,130.245921241319,0.061460955882766,782
642,3,282,130.299654642674,128.444540561287,-0.292202506494748,311
853,6,241,133.015036743971,110.004545360635,0.00909065866505982,717
1015,9,101,194.164878389476,,,175
72,2,286,139.842768851307,143.951380681117,-0.202845097184093,462
676,4,260,149.345237620756,131.575073627188,-0.340978953496349,298
328,3,255,145.416642788919,130.311166060319,-0.0691204808471823,652
106,4,239,126.589889011722,104.92378186093,-0.191788141986705,497
836,4,180,142.172430520126,110.018180315801,-0.0181798150729783,759
1022,9,242,140.185591271,120.50311199301,0.303379917839481,1082
678,5,229,178.353581405028,147.705788647568,-0.302480991175606,304
32,1,295,103.121287811974,111.04053313993,-0.0270204491872648,646
659,5,351,72.2011080247388,108.415865997556,-0.251689971758187,355
832,3,132,160.199875156006,115.06954418959,0.0347685918560824,764
695,7,407,16.5529453572468,26.1725046566048,-0.812418612584713,181
679,6,384,81.1541742610939,61.7170964968379,-0.470893858980703,191
34,2,116,156.894869259642,114.284732138637,-0.274693905401109,514
780,4,223,130.384048104053,98.2496819333274,0.0713074647852903,822
640,2,349,83.4865258589672,112.538882169675,-0.251444090278018,342
658,4,79,174.427635425124,,,443
947,7,269,139.459671590034,134.766464671297,-0.29358898740875,231
0,0,188,156.460857724864,124.257796536073,-0.0644268394255536,515
893,8,189,154.301652615907,120.702112657567,0.107912488816677,761
691,6,236,17.4928556845359,16.4924225024706,-0.244978663126864,266
814,6,366,38.0131556174964,57.0350769263968,0.0350733305332254,807
3,2,269,136.780846612382,138.311243216161,-0.137807097859467,525
836,4,256,146.372811683044,135.340311806941,0.140852122905063,802
658,4,306,120.768373343355,131.575073627188,-0.340978953496349,318
948,6,188,134.201341274966,110.440028975005,-0.284518484307997,230
960,4,185,178,137.003649586425,-0.0072991404436972,707
646,4,274,138.827230758234,131.939380019765,-0.244978663126864,342
296,3,227,156.204993518133,122.102416028513,0.0409606835343156,717
689,5,169,164.975755794602,128.319912718175,-0.227967071821508,413
14,3,373,39.0128184062623,51.0392006206994,-0.0391956019270547,783
144,2,143,211.0379112861,,,564
928,4,246,161.276160668587,126.178445068879,-0.314231899084338,178
913,5,340,91.8313671900838,104.752088284673,-0.361005303422463,142
108,4,392,21.8403296678416,26.4764045897475,-0.189988287918716,614
814,6,238,148.973151943563,129.86916493148,0.115759217720811,838
936,5,188,164.347193465541,129.838361049422,0.209479563779095,946
804,4,197,198.123698733897,155.55384919699,-0.532701902670748,118
955,8,383,37.5366487582469,39.446165846632,-0.531724067258806,186
665,5,389,21.4009345590327,22.8254244210267,-0.502843210927861,343
947,7,272,150.416089564913,147.410990092327,-0.29600517116959,236
516,2,345,49.0102030193714,61.2943716828878,-0.0980452772938392,615
676,4,115,162.336071161033,118.928549978548,-0.343023940420703,327
179,5,362,64.007812023221,94.3663075467086,-0.224416009037146,417
1004,7,225,169.056203672033,137.058381721075,0.124354994546761,939
161,3,208,163.110392066232,128.87590930814,-0.116655435441069,488
731,7,401,18.3575597506858,19.2353840616713,-0.486899231811269,381
457,5,301,97.8672570372747,111.449540151586,-0.0898475396946277,565
131,3,307,98.7167665596883,110.64357188739,-0.172577961232207,461
879,8,378,39.2173431022552,41.5932686861708,0.169101226001377,884
136,2,251,108.16653826392,95.1314879522022,-0.0525830616109417,572
285,5,292,83.0240928887513,93.3434518324665,-0.0858102646965022,574
945,6,152,157.190966661574,123.328828746567,-0.321750554396642,260
992,5,267,132.981201679034,113.159179919262,0.195662459332052,968
664,4,334,61.3514466007119,90.0277734924062,-0.212644922357772,414
949,7,393,35.6089876295297,35.8468966578698,-0.401228799004849,211
1007,9,294,106.920531236989,110.652609548984,0.108661215840588,882
666,5,223,139.168962056918,112.147224664724,-0.143158087983649,465
782,5,292,98.4784240328814,101.833196944808,0.128009058673197,847
776,3,227,185.528973478538,151.082758778095,-0.0331004887153382,794
688,4,244,152.594233180681,135.944841755765,-0.117968220075044,443
365,6,373,39.4588393138977,51.1566222497147,-0.078271140521278,664
947,7,154,197.342342136704,,,286
64,1,163,140.089257261219,110.072703246536,-0.0363476210190207,658
864,4,266,133.958948935859,118.152443901935,0.0508037040582217,772
77,4,387,32.7566787083184,35.5105618091294,-0.169778273968338,573
853,6,230,129.86916493148,99.503768772846,0.100668652157829,744
960,4,166,140.057131200093,111.04053313993,0.0270204491872648,714
36,2,158,156.387339641034,123.259888041487,-0.0649491689680228,631
657,4,268,112.791843676748,101.138518873869,-0.249774789421248,351
915,6,335,56.0802995712398,71.1196175467782,-0.482513295022477,77
2,1,255,146.89111613709,138.755180083484,-0.159224576101551,498
35,3,393,26.6270539113887,27.7848879788996,-0.52807444842636,405
945,6,258,157.175061635108,136.124942607885,-0.275272423045639,279
929,5,239,194.743420941504,162.483845350853,-0.378220666807202,199
64,1,224,160.04999218994,130.061523903113,0.0307595260704692,645
1000,6,265,130.049990388312,120.033328704989,0.184324408899699,925
832,3,"",,,,
48,2,91,183.324848288496,,,517
108,4,285,98.0815986819138,95.2575456328789,-0.0735512904885398,666
951,8,363,69.065186599328,101.242283656583,-0.35299038782691,204
959,9,267,162.560757872249,150.545674132471,-0.338555694911684,257
1015,9,166,149.602807460288,118.473625756959,-0.380506377112365,142
42,3,365,43.4165866921848,53.160135440008,-0.286051441717318,453
789,5,149,148.070928949608,,,193
179,5,259,131.472430570063,114.179682956295,-0.302362402382803,426
1000,6,291,132.698907305222,138.600144300069,0.152100782098118,916
842,5,"",,,,
656,3,354,51.0392006206994,66.4830805543786,-0.369333657673626,278
345,5,364,39.9624824053762,47.169905660283,-0.36869590265805,450
770,3,148,148.660687473185,,,822
994,6,184,126.905476635171,97.082439194738,0.207496226435203,966
763,8,386,31.0161248385416,34.4818792991333,-0.294234565111188,409
49,3,357,40.3112887414927,53.851648071345,-0.262994731680919,433
64,1,"",,,,
211,5,288,127.015747055237,137.032842778657,-0.0218943111227784,592
805,5,201,185.237685150727,145.890369798695,-0.500440813147294,124
419,5,290,125.781556676645,137.364478668978,-0.0728634801269998,495
959,9,270,101.769347054995,97.7394495585073,-0.344400402042797,243
349,6,372,43.0464865000618,51.8652099195598,-0.333945071844894,494
208,3,309,78.9176786277954,87.5728268357257,-0.114440305270063,538
661,5,179,158.521291945278,,,377
147,4,253,138.924439894498,124.310096130604,-0.145310010635702,541
144,2,271,153.055545472877,146.49232061784,-0.248289909303068,365
680,4,214,145.499140890934,115.693560754262,-0.390136897987146,359
475,7,224,149.405488520335,114,0,586
944,5,250,123.891081196348,104.316825105062,-0.510822881957823,149
1015,9,305,102.610915598683,101.079176886241,-0.450374052316632,46
865,5,191,150.332963783729,118.27087553578,0.0676930226939687,756
468,5,284,132,139.003597075759,0.00719412049029208,615
586,4,357,37.4833296279826,53.3385414123783,0.112727611590378,829
777,4,253,139.057542046449,118.016947935455,0.0169475298064049,720
0,0,256,123.454445039456,114.004385880544,-0.230086147192234,491
861,7,370,28.8617393793236,28.4429253066558,0.176708856070037,807
893,8,195,210.608641798004,,,758
959,9,241,148.660687473185,128.456218222397,-0.195868843478819,334
806,5,116,161.607549328613,106.381389349829,0.0847025108696577,822
683,6,375,31.9061122670876,32.2024843762092,-0.449759613069839,309
1022,9,280,133.794618725867,117.720006795786,0.284133898525866,1067
136,2,225,163.15023751132,137.091210513293,-0.0364801591229497,578
678,5,279,140.520461143564,141.410749237814,-0.184913545157685,341
32,1,"",,,,
932,5,199,182.570534314823,142.695479956444,-0.441707556408844,160
893,8,266,101.178060863015,90.1997782702374,0.0665681637758238,746
201,4,395,2.23606797749979,0,,518
256,1,154,157.012738336735,122.00409829182,-0.00819653774991259,684
696,5,74,165.275527529033,,,443
34,2,200,206.421898063166,,,488
853,6,163,158.028478446133,124,0,717
866,5,297,123.259888041487,134.093251135171,0.0372961302196671,806
1,1,235,187.243157418369,160.430670384437,-0.207175199158911,515
832,3,303,108.041658632215,124,0,753
364,5,207,156.012819986051,122.03687967168,0.0245852093698601,686
4,1,195,171.292148097921,129.387016350173,-0.0773646594279732,629
836,4,162,187.451327015842,,,774
2,1,158,169.85287751463,130.418556961807,-0.192884312257975,512
51,4,235,153.055545472877,129.711217710728,-0.162613828597949,464
947,7,151,166.688331925183,128.082004981184,-0.334095606240867,307
704,3,140,184.35834670554,128.724512040248,-0.163871538900826,433
32,1,221,184.133104030753,137.233377864133,-0.0583279237260062,642
992,5,256,140.60227594175,126.570138658374,0.0949517063427563,877
401,4,186,162.692962355475,119.507321951419,-0.0921750375564618,586
179,5,147,158.268758761797,122.249744376011,-0.231090667195897,464
473,6,179,145.523194027619,,,570
640,2,186,149.576067604413,122.384639559056,-0.394162584270274,364
770,3,235,163.370744014955,141.509716980849,0.0849017934497219,807
9,2,106,158.675770046973,106.677082824757,-0.112727611590378,594
661,5,169,165.801085641802,129.340635532689,-0.31441572261168,361
763,8,222,202.410474037289,,,387
832,3,175,158.028478446133,124.01612798342,-0.0161276338436362,702
837,5,241,157.079597656729,133.033830283879,-0.0225525666503044,700
1004,7,238,140.160622144738,116.965806969387,0.128596750654904,908
755,7,169,150.266430050095,120.033328704989,-0.184324408899699,452
664,4,136,155.724115023974,,,463
915,6,242,175.445148123281,,,137
761,7,234,157.800506970035,134.082064423248,-0.326467500545048,385
933,6,170,140.217687899922,114.947814246292,-0.374044431515934,197
780,4,242,163.110392066232,142.056326856638,0.0281615669878924,748
272,2,170,175.647374019653,133.820775666561,-0.165148677414627,538
944,5,257,154.738489071078,139.588681489582,-0.492485765871925,207
81,3,175,124.663547198048,,,525
334,5,152,170.988303693557,542.163259544577,1.29046981472544,588
936,5,198,167.705098312484,130.862523283024,0.168917503791429,939
8,1,165,153.941547348336,120.702112657567,-0.107912488816677,599
72,2,149,144.156165320808,115.732450073434,-0.217731739025569,612
714,5,154,135.340311806941,,,432
19,3,88,171.840041899436,,,490
320,2,266,152.397506541282,146.123235660863,-0.0410727785904541,673
955,8,174,161.307160411434,128.413394939936,-0.341452438309451,288
658,4,233,161.616830806695,136.124942607885,-0.214684903208089,399
768,2,181,166.108398342769,130.034610777285,0.0230728278901439,754
104,3,167,178.016853134752,134.082064423248,-0.127130195562724,636
0,0,183,150.119952038362,119.104995697074,-0.0419921072213695,623
1022,9,223,174.613859701915,139.978569788379,0.267505181327057,1051
666,5,115,155.003225772885,,,464
151,5,270,137.320792307647,134.729358344794,-0.104099938109599,544
1004,7,247,173.170436275942,149.642908285024,0.188221505304771,950
64,1,226,159.050306507092,130.061523903113,-0.0307595260704692,622
12,2,132,153.160047009656,114.157785542643,-0.0525830616109417,670
929,5,180,152.764524677688,124.064499354167,-0.362544237264508,224
4,1,250,131.034346642398,119.339850846228,-0.0754865449339234,599
699,7,216,170.017646142981,134.123077805425,-0.24859528388641,395
200,3,132,150.615404258661,114.140264587042,-0.193959147259893,560
17,2,167,182.989070711887,139.176147381654,-0.299027193555001,527
16,1,185,173.40126873815,129.402472928457,-0.147361481088652,544
656,3,152,168.324092155579,125.872951820477,-0.306676319401683,404
136,2,218,156.00320509528,125,0,668
1015,9,170,155.862118553547,122.983738762488,-0.463647609000806,126
643,4,175,161.607549328613,127.757582945201,-0.326701009005486,323
772,3,153,140.356688476182,111.162043881893,0.0540015003759683,760
893,8,203,156.115341975092,,,717
951,8,206,185.054046159494,145.962323905863,-0.371600760137399,243
645,4,279,141.039001698112,137.898513407506,-0.340097119509762,332
679,6,233,154.983870128475,129.034879005639,-0.307045732018791,300
356,4,320,100.841459727634,126.142776249772,-0.0475831032769834,655
49,3,380,39.319206502675,43.5660418215839,-0.161375110420691,489
1015,9,154,137.767920794356,118.848643240047,-0.538976499829146,92
993,6,162,171.685759456048,,,875
834,4,244,143.223601407031,124.257796536073,0.0644268394255536,788
951,8,303,128.362767187374,140.117807576339,-0.342063787091177,219
535,5,351,43.9658958739612,67.0820393249937,-0.179853499792478,357
91,5,182,159.050306507092,122.588743365776,-0.0980452772938392,610
201,4,285,118.532695911297,121.061967603372,-0.132551532296674,543
2,1,377,42.4499705535822,52.6117857518636,-0.152649328395265,528
955,8,348,61.5223536610881,76.0263112349928,-0.463647609000806,128
832,3,222,155.003225772885,123.00406497348,0.00812990217994391,699
155,5,350,43.0464865000618,59.8080262172227,-0.358770670270572,369
8,1,240,164.012194668567,135.033329219123,0.0222185653267191,672
864,4,126,152.328592194637,109.165012710117,0.0549903752081484,751
842,5,324,97.0154626850792,130.245921241319,0.061460955882766,793
647,5,138,168.291413922398,129.077496102148,-0.397770848664015,346
65,2,313,105.223571503727,125.195846576474,-0.055941571233561,647
929,5,189,209.353767580142,162.114157308978,-0.516085680037151,154
959,9,128,149.452333538155,,,301
730,6,137,171.828402774396,128.549601321824,-0.235544980720863,472
664,4,209,168.860889491913,133.660016459673,-0.157768737595954,460
17,2,239,171.72361514946,148.276768241016,-0.210622301698468,467
695,7,369,57.9827560572969,64.4980619863884,-0.519146114246523,183
32,1,217,165.027270473701,127.565669362881,-0.0942084883450784,637
576,2,164,154.029218007494,123.065023463208,-0.0325088682820239,711
840,4,119,147.410990092327,108.07404868885,0.03702011587393,724
836,4,199,146.277134234986,113,0,761
947,7,242,137.419067090415,116.811814470969,-0.367788461890793,200
655,6,218,175.616058491244,141.661568535718,-0.2278570487171,365
928,4,198,197.294196569489,151.327459504216,-0.51094957649661,132
777,4,369,43.6577599058861,61.9838688692469,0.17841049935104,829
1011,8,136,139.588681489582,119.707978013163,-0.534688903976039,100
774,4,177,164.778639392368,447.384621997672,1.17617714657074,811
37,3,386,27.3130005674953,22.4722050542442,-0.363978956509644,605
944,5,183,145.399449792632,118.848643240047,-0.388318718172466,194
949,7,370,35.7770876399966,38.6264158316559,-0.370891288812662,194
678,5,172,146.164291124748,117.643529358822,-0.310998280605541,330
930,5,232,173.173323580741,139.301830569451,0.136820956070865,957
262,3,138,157.318148984788,118.207444774007,0.0592525936634324,790
