PartitionKey,RowKey,Timestamp,beginingPinCount,endingPinCount,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,up
Lane 4,20181105203372,11/6/2018 2:56:49 AM,1023,64,545,379,545,244,545,127,545,33,"","",1
Lane 4,20181105204872,11/6/2018 2:54:15 AM,1023,1,516,284,554,107,"","","","","","",1
Lane 4,20181105206341,11/6/2018 2:53:17 AM,1023,123,444,360,476,167,"","","","","","",6
Lane 4,20181105220319,11/6/2018 2:51:15 AM,1023,0,504,347,525,210,540,94,"","","","",0
Lane 4,20181105231622,11/6/2018 2:58:52 AM,1023,893,765,398,749,211,745,69,"","","","",8
Lane 4,20181105239431,11/6/2018 2:52:15 AM,1023,1015,45,375,113,220,165,94,213,7,"","",9
Lane 4,20181105241007,11/6/2018 2:51:46 AM,1023,1007,907,309,883,159,865,41,"","","","",9
Lane 4,20181105246623,11/6/2018 3:00:05 AM,1023,959,257,388,304,179,"","","","","","",9
Lane 4,20181105248736,11/5/2018 5:06:08 AM,1023,373,18,397,30,357,41,309,57,261,80,217,6
Lane 4,20181105253678,11/6/2018 2:54:41 AM,1023,24,618,355,613,207,609,89,604,12,"","",2
Lane 4,20181105253998,11/6/2018 2:53:22 AM,1023,12,1068,10,1093,19,1121,28,1151,23,1158,23,2
Lane 4,20181105266269,11/6/2018 2:54:26 AM,1023,202,1010,346,974,156,"","","","","","",4
Lane 4,20181105275166,11/6/2018 2:52:30 AM,1023,1022,1029,313,1000,191,978,94,956,16,"","",9
Lane 4,20181105278277,11/6/2018 2:58:32 AM,1023,842,820,377,809,244,798,132,787,42,"","",5
Lane 4,20181105280002,11/6/2018 2:59:40 AM,1023,944,191,414,235,284,282,159,"","","","",5
Lane 4,20181105286381,11/6/2018 2:58:18 AM,1023,833,693,273,708,92,"","","","","","",4
Lane 4,20181105289743,11/6/2018 3:00:38 AM,1023,9,714,345,701,194,689,75,678,3,"","",2
Lane 4,20181105297857,11/6/2018 2:51:36 AM,1023,1004,1008,385,958,193,"","","","","","",7
Lane 4,20181105306042,11/6/2018 2:56:06 AM,1023,479,543,297,578,109,"","","","","","",8
Lane 4,20181105323571,11/6/2018 2:56:14 AM,1023,512,362,342,398,152,"","","","","","",1
Lane 4,20181105337151,11/6/2018 2:56:45 AM,1023,645,336,321,372,175,400,57,"","","","",4
Lane 4,20181105340376,11/6/2018 2:57:55 AM,1023,81,501,401,540,184,"","","","","","",3
Lane 4,20181105341781,11/6/2018 2:53:27 AM,1023,136,597,387,596,250,597,127,596,30,"","",2
Lane 4,20181105367539,11/6/2018 2:57:51 AM,1023,800,873,400,852,248,835,114,820,15,"","",3
Lane 4,20181105380325,11/6/2018 2:52:25 AM,1023,1022,1062,267,1011,103,"","","","","","",9
Lane 4,20181105405866,11/6/2018 2:57:05 AM,1023,656,298,405,360,191,"","","","","","",3
Lane 4,20181105421076,11/6/2018 3:00:26 AM,1023,970,989,246,961,80,"","","","","","",6
Lane 4,20181105423932,11/6/2018 2:57:32 AM,1023,763,406,374,431,245,453,137,473,48,"","",8
Lane 4,20181105424087,11/6/2018 2:53:55 AM,1023,17,524,400,537,249,549,131,"","","","",2
Lane 4,20181105424885,11/6/2018 2:58:22 AM,1023,840,715,264,713,101,"","","","","","",4
Lane 4,20181105435665,11/5/2018 5:06:01 AM,1023,1,505,352,523,227,539,122,559,42,"","",1
Lane 4,20181105449504,11/5/2018 5:06:27 AM,1023,730,402,360,429,227,452,120,475,34,"","",6
Lane 4,20181105450736,11/5/2018 5:06:06 AM,1023,32,616,331,624,205,631,102,632,21,"","",1
Lane 4,20181105473295,11/5/2018 5:05:49 AM,1023,1015,86,329,138,212,180,113,217,39,"","",9
Lane 4,20181105484114,11/6/2018 2:55:55 AM,1023,465,568,372,580,241,590,131,599,44,"","",5
Lane 4,20181105485024,11/6/2018 2:51:56 AM,1023,1011,223,312,271,160,311,45,"","","","",8
Lane 4,20181105489698,11/6/2018 2:57:59 AM,1023,832,737,418,713,286,714,156,"","","","",3
Lane 4,20181105500820,11/6/2018 3:00:18 AM,1023,959,170,422,227,346,266,230,300,135,328,55,9
Lane 4,20181105504151,11/5/2018 5:05:46 AM,1023,0,554,227,580,221,580,221,580,221,579,220,0
Lane 4,20181105507662,11/5/2018 5:05:56 AM,1023,1015,30,366,71,243,123,136,171,54,"","",9
Lane 4,20181105524065,11/6/2018 2:55:21 AM,1023,36,633,404,635,255,642,130,"","","","",2
Lane 4,20181105544253,11/6/2018 2:55:50 AM,1023,42,490,398,509,252,519,136,"","","","",3
Lane 4,20181105544764,11/6/2018 2:55:35 AM,1023,3,448,384,474,231,493,99,510,10,"","",2
Lane 4,20181105546514,11/6/2018 2:52:10 AM,1023,1015,162,267,213,115,"","","","","","",9
Lane 4,20181105548564,11/6/2018 2:56:59 AM,1023,652,331,319,364,184,"","","","","","",4
Lane 4,20181105573460,11/6/2018 2:55:11 AM,1023,34,492,387,512,229,530,97,546,7,"","",2
Lane 4,20181105582245,11/6/2018 2:57:28 AM,1023,730,408,396,435,277,459,159,478,65,"","",6
Lane 4,20181105599565,11/6/2018 2:55:45 AM,1023,40,650,403,663,182,1081,3,1089,4,"","",2
Lane 4,20181105618636,11/6/2018 2:53:44 AM,1023,177,590,399,588,264,587,137,586,40,"","",4
Lane 4,20181105619241,11/6/2018 2:54:04 AM,1023,192,687,352,688,195,687,69,"","","","",2
Lane 4,20181105624686,11/6/2018 2:57:46 AM,1023,778,801,336,796,132,"","","","","","",4
Lane 4,20181105636306,11/6/2018 2:55:00 AM,1023,32,456,409,486,270,508,131,525,22,"","",1
Lane 4,20181105636666,11/5/2018 5:06:03 AM,1023,329,466,411,484,387,498,361,509,334,520,290,4
Lane 4,20181105642989,11/6/2018 2:59:18 AM,1023,928,222,354,263,200,296,80,322,3,"","",4
Lane 4,20181105643884,11/6/2018 2:50:55 AM,1023,0,527,379,553,171,"","","","","","",0
Lane 4,20181105664516,11/5/2018 5:06:24 AM,1023,695,160,422,194,393,215,356,234,309,255,257,7
Lane 4,20181105691529,11/5/2018 5:06:29 AM,1023,760,279,413,301,391,317,365,330,340,343,304,6
Lane 4,20181105702925,11/6/2018 2:51:31 AM,1023,1004,935,395,918,271,905,156,897,63,892,75,7
Lane 4,20181105703957,11/6/2018 2:59:55 AM,1023,951,294,347,327,195,356,81,"","","","",8
Lane 4,20181105707906,11/6/2018 2:51:19 AM,1023,1001,871,410,850,202,"","","","","","",7
Lane 4,20181105709870,11/6/2018 2:57:24 AM,1023,678,271,412,308,292,347,163,"","","","",5
Lane 4,20181105711908,11/5/2018 5:06:14 AM,1023,475,385,416,428,403,439,385,449,367,458,348,7
Lane 4,20181105714508,11/6/2018 2:59:26 AM,1023,929,196,398,249,229,295,91,"","","","",5
Lane 4,20181105719669,11/6/2018 2:54:56 AM,1023,32,487,346,508,215,527,111,543,26,"","",1
Lane 4,20181105724138,11/6/2018 3:00:10 AM,1023,959,251,336,289,214,323,116,345,33,"","",9
Lane 4,20181105731743,11/6/2018 2:54:31 AM,1023,208,542,357,560,222,564,106,"","","","",3
Lane 4,20181105740876,11/6/2018 2:53:35 AM,1023,144,543,409,559,268,570,129,584,23,1068,1,2
Lane 4,20181105741207,11/6/2018 2:57:19 AM,1023,656,441,354,467,212,"","","","","","",3
Lane 4,20181105741856,11/6/2018 2:54:20 AM,1023,1,595,8,592,9,591,11,584,13,581,14,1
Lane 4,20181105752145,11/6/2018 2:53:12 AM,1023,106,528,397,536,253,545,127,556,29,"","",4
Lane 4,20181105752696,11/6/2018 2:53:30 AM,1023,144,581,406,585,249,585,107,588,116,588,116,2
Lane 4,20181105784348,11/6/2018 2:54:51 AM,1023,284,662,415,669,328,672,218,675,126,678,50,4
Lane 4,20181105786326,11/6/2018 2:58:26 AM,1023,840,716,392,715,237,711,102,711,11,"","",4
Lane 4,20181105804885,11/6/2018 2:59:59 AM,1023,959,293,247,326,136,"","","","","","",9
Lane 4,20181105825068,11/5/2018 5:05:51 AM,1023,1015,11,347,46,231,103,128,151,43,"","",9
Lane 4,20181105847273,11/6/2018 2:54:36 AM,1023,212,739,13,756,17,776,26,804,32,828,34,4
Lane 4,20181105848672,11/6/2018 2:59:31 AM,1023,929,285,366,312,224,335,108,355,21,"","",5
Lane 4,20181105850528,11/5/2018 5:06:31 AM,1023,947,77,413,124,389,146,359,162,321,182,272,7
Lane 4,20181105850905,11/6/2018 2:50:50 AM,1023,0,622,414,632,276,638,133,641,24,"","",0
Lane 4,20181105850946,11/6/2018 2:51:27 AM,1023,1004,884,306,868,174,"","","","","","",7
Lane 4,20181105853467,11/6/2018 3:00:32 AM,1023,99,453,346,473,224,492,125,508,43,"","",4
Lane 4,20181105862739,11/5/2018 5:06:11 AM,1023,44,588,402,595,375,600,347,605,309,609,264,3
Lane 4,20181105863943,11/6/2018 2:56:09 AM,1023,512,461,264,493,108,"","","","","","",1
Lane 4,20181105876403,11/6/2018 2:58:07 AM,1023,832,812,407,798,265,785,125,775,21,"","",3
Lane 4,20181105883375,11/6/2018 2:54:09 AM,1023,19,449,346,474,212,489,99,"","","","",3
Lane 4,20181105885375,11/6/2018 2:59:44 AM,1023,947,212,347,287,157,"","","","","","",7
Lane 4,20181105895984,11/6/2018 2:55:26 AM,1023,36,641,380,636,176,"","","","","","",2
Lane 4,20181105897094,11/5/2018 5:06:16 AM,1023,4,625,408,628,378,631,346,632,299,634,251,1
Lane 4,20181105914600,11/6/2018 2:56:00 AM,1023,475,563,353,577,212,582,101,"","","","",7
Lane 4,20181105942334,11/6/2018 2:57:36 AM,1023,763,429,256,453,99,"","","","","","",8
Lane 4,20181105957094,11/5/2018 5:06:21 AM,1023,656,386,412,421,305,448,174,470,67,489,5,3
Lane 4,20181105965552,11/6/2018 2:55:39 AM,1023,400,529,351,564,147,"","","","","","",3
Lane 4,20181105974589,11/6/2018 2:58:03 AM,1023,832,801,375,793,243,784,131,776,43,"","",3
Lane 4,20181105982632,11/6/2018 2:56:39 AM,1023,644,322,370,355,247,382,143,409,59,"","",3
Lane 4,20181105986879,11/6/2018 2:57:41 AM,1023,763,404,340,433,186,458,63,"","","","",8
Lane 4,20181106006963,11/6/2018 9:03:08 PM,1023,814,834,404,829,365,829,314,825,252,822,196,6
Lane 4,20181106015062,11/6/2018 8:59:45 PM,1023,128,518,370,537,247,553,137,567,46,"","",1
Lane 4,20181106015101,11/6/2018 8:58:45 PM,1023,1015,27,375,40,315,64,250,93,194,119,141,9
Lane 4,20181106020901,11/6/2018 8:58:02 PM,1023,0,517,421,532,364,539,268,546,177,553,100,0
Lane 4,20181106042402,11/6/2018 9:03:01 PM,1023,774,840,397,832,303,822,195,813,102,805,30,4
Lane 4,20181106045959,11/6/2018 9:01:09 PM,1023,40,634,363,646,170,650,90,655,29,"","",2
Lane 4,20181106050758,11/6/2018 9:04:07 PM,1023,904,1031,409,1024,342,1001,249,980,166,960,94,4
Lane 4,20181106052969,11/6/2018 9:01:03 PM,1023,409,586,413,592,346,597,240,601,151,607,77,5
Lane 4,20181106057064,11/6/2018 8:59:05 PM,1023,1015,27,413,80,324,133,211,170,114,219,39,9
Lane 4,20181106058080,11/6/2018 8:59:48 PM,1023,129,537,363,551,247,563,145,573,59,583,10,2
Lane 4,20181106058191,11/6/2018 9:02:43 PM,1023,730,389,361,416,243,444,148,460,58,483,9,6
Lane 4,20181106072866,11/6/2018 9:01:38 PM,1023,646,192,407,220,376,242,341,264,288,283,239,4
Lane 4,20181106093321,11/6/2018 9:00:15 PM,1023,187,446,379,459,309,471,222,483,147,493,83,6
Lane 4,20181106102749,11/6/2018 9:05:32 PM,1023,959,105,413,147,374,178,315,206,252,233,192,9
Lane 4,20181106112186,11/6/2018 9:02:40 PM,1023,720,394,363,415,252,434,155,457,81,"","",4
Lane 4,20181106117867,11/6/2018 9:01:47 PM,1023,656,309,366,339,269,366,177,391,99,413,34,3
Lane 4,20181106143282,11/6/2018 9:03:14 PM,1023,836,779,401,776,325,771,221,766,132,763,57,4
Lane 4,20181106149216,11/6/2018 9:00:39 PM,1023,32,624,350,639,137,"","","","","","",1
Lane 4,20181106150214,11/6/2018 9:00:05 PM,1023,16,502,410,523,338,538,227,551,133,566,65,1
Lane 4,20181106157399,11/6/2018 9:02:58 PM,1023,763,394,382,415,278,437,180,455,96,"","",8
Lane 4,20181106159063,11/6/2018 8:59:02 PM,1023,1015,68,339,110,240,152,148,177,77,"","",9
Lane 4,20181106163500,11/6/2018 9:03:37 PM,1023,861,717,413,720,348,719,244,718,154,718,80,7
Lane 4,20181106169066,11/6/2018 8:59:22 PM,1023,1022,1028,346,1023,255,994,154,994,88,"","",9
Lane 4,20181106182771,11/6/2018 9:00:27 PM,1023,20,510,389,528,281,544,167,558,72,570,12,2
Lane 4,20181106187754,11/6/2018 9:05:38 PM,1023,959,211,356,247,252,281,161,308,86,330,19,9
Lane 4,20181106192549,11/6/2018 9:05:22 PM,1023,947,228,378,262,287,293,197,321,120,340,53,7
Lane 4,20181106193778,11/6/2018 9:04:24 PM,1023,945,184,361,228,240,267,135,300,48,326,2,6
Lane 4,20181106199835,11/6/2018 9:03:04 PM,1023,806,848,418,835,340,825,217,820,127,809,38,5
Lane 4,20181106214064,11/6/2018 8:59:12 PM,1023,1015,48,383,99,276,134,189,169,101,200,39,9
Lane 4,20181106217059,11/6/2018 8:59:59 PM,1023,147,523,396,533,352,542,282,550,216,558,156,4
Lane 4,20181106218614,11/6/2018 9:03:52 PM,1023,893,774,416,749,363,746,273,743,194,739,123,8
Lane 4,20181106223105,11/6/2018 8:58:41 PM,1023,1011,136,388,177,283,204,195,250,126,"","",8
Lane 4,20181106231580,11/6/2018 9:03:40 PM,1023,876,761,414,756,347,751,240,747,148,743,69,6
Lane 4,20181106232303,11/6/2018 9:00:12 PM,1023,179,429,402,444,364,455,315,466,253,477,197,5
Lane 4,20181106257595,11/6/2018 9:04:45 PM,1023,947,78,391,121,330,155,258,185,194,214,136,7
Lane 4,20181106273118,11/6/2018 8:58:48 PM,1023,1015,68,348,119,240,159,134,197,61,226,4,9
Lane 4,20181106273358,11/6/2018 8:58:12 PM,1023,0,495,370,512,272,529,182,542,104,555,36,0
Lane 4,20181106274554,11/6/2018 9:05:00 PM,1023,947,243,394,275,311,303,223,328,144,348,78,7
Lane 4,20181106285859,11/6/2018 9:01:23 PM,1023,464,528,399,546,313,559,207,571,115,581,39,4
Lane 4,20181106313012,11/6/2018 9:00:35 PM,1023,320,707,412,702,377,702,335,700,275,700,221,2
Lane 4,20181106321069,11/6/2018 8:59:52 PM,1023,144,517,397,536,272,554,152,569,51,"","",2
Lane 4,20181106323116,11/6/2018 8:58:37 PM,1023,1007,890,349,877,232,868,141,858,55,857,7,9
Lane 4,20181106337065,11/6/2018 8:59:38 PM,1023,104,652,407,654,367,657,314,659,251,660,195,3
Lane 4,20181106339555,11/6/2018 9:04:56 PM,1023,947,95,411,159,329,196,236,231,151,259,81,7
Lane 4,20181106342557,11/6/2018 9:05:11 PM,1023,947,188,418,239,358,274,254,304,160,333,83,7
Lane 4,20181106343876,11/6/2018 9:01:28 PM,1023,551,242,375,280,267,313,162,343,75,369,16,5
Lane 4,20181106347737,11/6/2018 9:05:25 PM,1023,947,240,391,261,353,280,295,297,241,312,190,7
Lane 4,20181106350219,11/6/2018 9:00:47 PM,1023,33,615,381,625,295,633,200,640,118,646,49,2
Lane 4,20181106350824,11/6/2018 9:05:53 PM,1023,960,902,369,886,247,879,149,872,62,865,7,4
Lane 4,20181106357562,11/6/2018 9:04:52 PM,1023,947,129,405,182,286,227,178,262,82,289,7,7
Lane 4,20181106396171,11/6/2018 9:03:11 PM,1023,832,705,392,709,293,708,191,712,107,"","",3
Lane 4,20181106400412,11/6/2018 9:03:22 PM,1023,840,721,385,721,340,719,272,718,212,716,157,4
Lane 4,20181106406233,11/6/2018 9:00:50 PM,1023,361,691,386,691,286,690,181,689,93,688,26,5
Lane 4,20181106411171,11/6/2018 9:02:31 PM,1023,699,368,373,394,268,417,176,438,95,453,29,7
Lane 4,20181106445204,11/6/2018 9:01:19 PM,1023,457,507,369,527,252,546,155,563,66,578,11,5
Lane 4,20181106456233,11/6/2018 9:00:53 PM,1023,365,647,417,660,343,667,225,674,130,678,51,6
Lane 4,20181106461551,11/6/2018 9:04:48 PM,1023,947,181,366,228,262,271,165,309,87,340,20,7
Lane 4,20181106465216,11/6/2018 9:00:08 PM,1023,16,541,279,554,132,572,21,"","","","",1
Lane 4,20181106475817,11/6/2018 8:58:55 PM,1023,1015,31,399,41,361,57,306,82,250,105,203,9
Lane 4,20181106482210,11/6/2018 9:01:12 PM,1023,41,444,394,465,299,483,190,504,107,239,23,3
Lane 4,20181106487756,11/6/2018 8:58:23 PM,1023,1000,953,391,934,289,914,180,898,90,883,22,6
Lane 4,20181106489547,11/6/2018 9:05:18 PM,1023,947,186,417,251,333,293,209,330,111,359,29,7
Lane 4,20181106492824,11/6/2018 9:04:41 PM,1023,947,160,401,190,354,214,283,236,214,257,152,7
Lane 4,20181106499042,11/6/2018 9:01:56 PM,1023,65,564,379,579,280,590,175,604,99,609,25,2
Lane 4,20181106515614,11/6/2018 9:03:43 PM,1023,877,752,368,749,262,748,170,745,91,744,25,7
Lane 4,20181106517767,11/6/2018 9:04:31 PM,1023,945,97,391,129,344,155,281,178,225,200,170,6
Lane 4,20181106521823,11/6/2018 9:04:34 PM,1023,945,114,388,160,295,200,197,234,113,266,39,6
Lane 4,20181106530157,11/6/2018 9:02:34 PM,1023,705,402,393,426,264,455,153,477,54,"","",4
Lane 4,20181106542403,11/6/2018 9:02:09 PM,1023,676,225,402,271,299,308,193,337,105,356,26,4
Lane 4,20181106566215,11/6/2018 9:00:41 PM,1023,336,575,404,582,364,587,305,592,241,597,183,3
Lane 4,20181106571157,11/6/2018 9:02:27 PM,1023,697,355,373,379,291,400,211,419,139,434,78,6
Lane 4,20181106574554,11/6/2018 9:05:04 PM,1023,947,266,395,293,301,325,205,346,121,"","",7
Lane 4,20181106576072,11/6/2018 8:59:50 PM,1023,12,542,404,562,318,578,213,592,123,601,45,2
Lane 4,20181106578412,11/6/2018 9:03:30 PM,1023,853,704,394,708,300,710,193,710,103,711,31,6
Lane 4,20181106580906,11/6/2018 9:00:32 PM,1023,2,447,405,474,335,495,229,512,139,528,62,1
Lane 4,20181106580960,11/6/2018 9:01:06 PM,1023,40,411,410,441,348,463,244,482,154,499,78,2
Lane 4,20181106583858,11/6/2018 9:01:40 PM,1023,64,571,415,584,357,592,259,600,177,608,105,1
Lane 4,20181106608750,11/6/2018 9:05:28 PM,1023,949,19,417,84,349,131,244,173,151,210,73,7
Lane 4,20181106616279,11/6/2018 9:02:48 PM,1023,763,390,361,414,246,436,145,455,60,473,11,8
Lane 4,20181106620768,11/6/2018 9:03:57 PM,1023,8,433,405,459,340,480,237,498,149,514,74,1
Lane 4,20181106624858,11/6/2018 9:01:43 PM,1023,64,586,403,600,305,610,189,618,90,626,21,1
Lane 4,20181106636263,11/6/2018 8:58:05 PM,1023,0,621,392,628,297,633,193,637,124,642,47,0
Lane 4,20181106644557,11/6/2018 9:05:08 PM,1023,947,177,347,214,242,251,151,280,76,307,12,7
Lane 4,20181106651060,11/6/2018 8:59:09 PM,1023,1015,35,398,80,294,130,183,173,92,212,21,9
Lane 4,20181106661762,11/6/2018 9:04:04 PM,1023,8,640,400,649,329,656,144,661,72,666,22,1
Lane 4,20181106662224,11/6/2018 9:00:57 PM,1023,3,478,411,503,346,520,239,535,147,548,71,2
Lane 4,20181106668758,11/6/2018 9:04:13 PM,1023,936,988,393,972,303,954,211,941,129,930,65,5
Lane 4,20181106673286,11/6/2018 9:02:52 PM,1023,763,363,380,390,295,413,200,433,120,451,50,8
Lane 4,20181106685152,11/6/2018 9:02:46 PM,1023,730,336,403,373,336,400,224,420,143,445,70,6
Lane 4,20181106689171,11/6/2018 9:02:38 PM,1023,706,361,402,386,306,406,210,425,122,444,55,4
Lane 4,20181106693327,11/6/2018 9:00:22 PM,1023,1,434,412,465,360,487,287,506,207,524,131,1
Lane 4,20181106696763,11/6/2018 9:04:10 PM,1023,929,90,385,138,296,177,204,212,122,242,52,5
Lane 4,20181106700239,11/6/2018 9:01:16 PM,1023,456,503,382,526,278,545,167,563,83,577,17,4
Lane 4,20181106700291,11/6/2018 9:03:17 PM,1023,836,778,359,770,238,765,134,763,56,758,3,4
Lane 4,20181106700786,11/6/2018 9:04:28 PM,1023,945,70,415,113,377,143,322,168,262,191,208,6
Lane 4,20181106701964,11/6/2018 9:02:25 PM,1023,679,138,411,168,381,195,343,219,294,242,244,6
Lane 4,20181106704116,11/6/2018 8:58:52 PM,1023,1015,32,361,77,237,127,138,168,53,1307,43,9
Lane 4,20181106704858,11/6/2018 9:01:35 PM,1023,645,236,411,304,329,338,228,367,128,390,58,4
Lane 4,20181106708402,11/6/2018 9:02:55 PM,1023,763,404,418,428,352,446,236,465,145,479,61,8
Lane 4,20181106739122,11/6/2018 8:58:34 PM,1023,1006,878,416,872,336,864,217,859,123,852,40,8
Lane 4,20181106739837,11/6/2018 9:04:38 PM,1023,945,241,353,277,241,309,137,334,57,357,6,6
Lane 4,20181106748063,11/6/2018 8:59:42 PM,1023,109,656,410,672,319,675,200,683,103,686,27,5
Lane 4,20181106750411,11/6/2018 9:03:28 PM,1023,842,815,381,810,296,803,210,794,134,790,69,5
Lane 4,20181106753760,11/6/2018 9:04:20 PM,1023,945,44,393,65,354,98,296,126,238,154,187,6
Lane 4,20181106755063,11/6/2018 8:58:59 PM,1023,1015,48,400,79,357,110,290,136,228,163,172,9
Lane 4,20181106757312,11/6/2018 9:02:06 PM,1023,676,259,374,296,260,330,153,358,65,385,10,4
Lane 4,20181106769025,11/6/2018 9:01:51 PM,1023,658,332,388,362,292,388,187,411,97,432,28,4
Lane 4,20181106769217,11/6/2018 9:01:00 PM,1023,3,508,372,526,257,542,149,562,65,568,7,2
Lane 4,20181106772766,11/6/2018 9:05:35 PM,1023,959,204,395,228,353,249,289,270,229,289,172,9
Lane 4,20181106781879,11/6/2018 9:01:32 PM,1023,640,354,391,378,294,400,198,418,113,427,44,2
Lane 4,20181106782615,11/6/2018 9:03:49 PM,1023,893,757,364,751,270,748,187,744,114,743,54,8
Lane 4,20181106782828,11/6/2018 9:05:44 PM,1023,959,215,370,259,243,297,132,329,38,"","",9
Lane 4,20181106789306,11/6/2018 9:00:19 PM,1023,187,372,413,386,388,401,361,412,332,424,287,6
Lane 4,20181106790041,11/6/2018 9:02:00 PM,1023,661,296,380,326,292,354,198,379,116,400,47,5
Lane 4,20181106799566,11/6/2018 9:05:15 PM,1023,947,97,414,177,353,211,262,242,181,269,111,7
Lane 4,20181106807225,11/6/2018 9:00:02 PM,1023,160,403,412,436,314,460,190,481,88,499,16,2
Lane 4,20181106838401,11/6/2018 9:02:13 PM,1023,677,242,406,284,307,320,202,347,114,373,39,5
Lane 4,20181106852829,11/6/2018 9:05:47 PM,1023,959,183,393,226,296,265,187,298,97,328,25,9
Lane 4,20181106856060,11/6/2018 8:59:19 PM,1023,1015,73,402,123,293,159,211,200,124,"","",9
Lane 4,20181106860621,11/6/2018 9:03:46 PM,1023,893,761,413,752,371,750,315,747,247,744,187,8
Lane 4,20181106861410,11/6/2018 9:03:34 PM,1023,853,770,413,759,378,756,338,751,276,746,220,6
Lane 4,20181106863863,11/6/2018 9:01:26 PM,1023,524,771,414,744,333,743,229,739,127,746,53,3
Lane 4,20181106864215,11/6/2018 9:02:03 PM,1023,665,281,412,321,373,346,316,370,246,393,183,5
Lane 4,20181106867829,11/6/2018 9:05:50 PM,1023,959,219,369,262,247,298,143,335,55,"","",9
Lane 4,20181106880213,11/6/2018 9:00:45 PM,1023,33,440,351,467,223,489,122,508,36,"","",2
Lane 4,20181106880776,11/6/2018 9:03:55 PM,1023,8,574,380,585,303,594,218,603,143,613,79,1
Lane 4,20181106897070,11/6/2018 8:59:16 PM,1023,1015,15,404,40,318,83,223,123,142,157,73,9
Lane 4,20181106907258,11/6/2018 8:58:09 PM,1023,0,503,358,522,236,542,142,558,58,568,5,0
Lane 4,20181106908066,11/6/2018 8:59:56 PM,1023,146,428,361,452,249,473,143,493,64,505,6,3
Lane 4,20181106915759,11/6/2018 9:04:01 PM,1023,8,574,405,587,321,599,216,612,144,611,70,1
Lane 4,20181106919294,11/6/2018 9:03:20 PM,1023,837,690,391,696,289,702,189,703,93,714,28,5
Lane 4,20181106919308,11/6/2018 9:00:24 PM,1023,1,426,406,456,298,480,180,504,78,515,8,1
Lane 4,20181106929759,11/6/2018 9:04:16 PM,1023,945,93,386,139,318,177,239,212,166,243,104,6
Lane 4,20181106956950,11/6/2018 9:02:19 PM,1023,678,247,403,287,318,319,220,348,133,371,62,5
Lane 4,20181106967403,11/6/2018 9:02:16 PM,1023,678,263,389,294,303,322,204,346,119,367,47,5
Lane 4,20181106969346,11/6/2018 8:58:19 PM,1023,0,580,221,580,221,580,221,580,221,580,221,0
Lane 4,20181106971965,11/6/2018 9:02:22 PM,1023,678,227,410,264,355,292,265,319,182,341,111,5
Lane 4,20181106983924,11/6/2018 9:00:30 PM,1023,272,561,390,575,284,586,171,596,77,605,16,2
Lane 4,20181106988410,11/6/2018 9:03:25 PM,1023,842,805,386,798,267,790,157,786,66,779,5,5
Lane 4,20181106990936,11/6/2018 9:01:54 PM,1023,658,319,405,350,335,376,241,398,159,417,89,4
Lane 4,20181107008675,11/8/2018 12:53:53 AM,1023,929,174,360,225,224,268,112,306,23,"","",5
Lane 4,20181107010946,11/8/2018 12:53:34 AM,1023,778,812,379,803,229,794,101,786,13,"","",4
Lane 4,20181107011552,11/8/2018 12:53:11 AM,1023,1,519,313,542,162,"","","","","","",1
Lane 4,20181107018566,11/8/2018 4:40:54 AM,1023,32,664,404,660,220,658,72,"","","","",1
Lane 4,20181107031927,11/8/2018 12:53:29 AM,1023,72,533,382,540,210,548,72,"","","","",2
Lane 4,20181107048805,11/8/2018 12:53:41 AM,1023,840,721,285,714,123,713,9,"","","","",4
Lane 4,20181107062550,11/8/2018 12:53:50 AM,1023,8,652,398,660,269,666,145,952,29,951,34,1
Lane 4,20181107074179,11/8/2018 4:42:37 AM,1023,947,158,324,212,189,257,79,299,7,"","",7
Lane 4,20181107078940,11/8/2018 4:41:24 AM,1023,645,312,413,354,238,388,100,"","","","",4
Lane 4,20181107089946,11/8/2018 4:43:03 AM,1023,959,218,388,265,256,306,133,340,33,338,51,9
Lane 4,20181107095494,11/8/2018 4:39:39 AM,1023,0,606,372,612,226,623,112,624,19,"","",0
Lane 4,20181107104604,11/8/2018 4:42:55 AM,1023,949,124,320,173,198,218,98,"","","","",7
Lane 4,20181107109425,11/8/2018 12:53:36 AM,1023,806,888,319,865,187,854,78,"","","","",5
Lane 4,20181107129794,11/8/2018 12:53:59 AM,1023,994,979,389,959,273,944,164,933,74,920,10,6
Lane 4,20181107132937,11/8/2018 12:53:24 AM,1023,664,363,421,413,324,438,199,460,100,"","",4
Lane 4,20181107145065,11/8/2018 4:41:01 AM,1023,32,461,415,491,300,512,166,532,62,"","",1
Lane 4,20181107145971,11/8/2018 4:39:47 AM,1023,0,517,397,535,234,"","","","","","",0
Lane 4,20181107153877,11/8/2018 12:10:24 AM,1023,458,505,377,531,242,554,122,574,27,"","",5
Lane 4,20181107155909,11/8/2018 12:10:10 AM,1023,1015,27,236,85,133,135,48,"","","","",9
Lane 4,20181107158515,11/8/2018 4:42:59 AM,1023,949,56,375,114,259,163,155,205,73,242,11,7
Lane 4,20181107167028,11/8/2018 4:43:10 AM,1023,9,627,408,632,286,648,170,648,77,"","",2
Lane 4,20181107171735,11/8/2018 4:39:53 AM,1023,0,546,227,577,221,577,221,577,221,577,221,0
