PartitionKey,RowKey,Timestamp,beginingPinCount,endingPinCount,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,up
Lane 4,20181019044781,10/19/2018 11:23:18 PM,1023,876,763,388,760,319,754,229,754,158,755,97,6
Lane 4,20181019047495,10/19/2018 11:01:57 PM,1023,947,225,397,244,363,259,305,274,245,290,186,7
Lane 4,20181019054037,10/19/2018 11:01:48 PM,1023,930,1006,314,974,173,948,61,"","","","",5
Lane 4,20181019059314,10/19/2018 10:59:22 PM,1023,1007,870,384,861,271,853,166,849,80,840,15,9
Lane 4,20181019075651,10/19/2018 11:00:39 PM,1023,661,358,421,373,389,383,349,392,289,400,232,5
Lane 4,20181019075877,10/19/2018 11:09:45 PM,1023,658,362,404,375,372,386,333,396,278,406,227,4
Lane 4,20181019094508,10/19/2018 11:01:27 PM,1023,877,741,370,740,244,737,131,738,51,"","",7
Lane 4,20181019107179,10/19/2018 11:01:51 PM,1023,937,222,327,271,198,314,99,348,15,"","",6
Lane 4,20181019127266,10/19/2018 10:59:09 PM,1023,1001,900,380,886,253,872,144,865,53,13,303,7
Lane 4,20181019147636,10/19/2018 11:00:01 PM,1023,364,679,283,684,139,703,30,"","","","",5
Lane 4,20181019153966,10/19/2018 10:59:39 PM,1023,168,892,378,880,248,869,135,861,43,782,1,3
Lane 4,20181019165688,10/19/2018 10:59:48 PM,1023,25,446,398,466,362,483,309,500,242,514,189,3
Lane 4,20181019180912,10/19/2018 11:00:57 PM,1023,763,260,420,289,393,312,363,330,319,348,269,8
Lane 4,20181019185311,10/19/2018 10:59:19 PM,1023,1006,897,397,883,276,870,156,858,59,850,1,8
Lane 4,20181019187066,10/19/2018 11:09:35 PM,1023,1022,1129,406,1111,360,1096,299,1076,226,1057,178,9
Lane 4,20181019199291,10/19/2018 10:57:50 PM,1023,13,661,392,663,351,664,287,666,228,666,173,3
Lane 4,20181019219227,10/19/2018 11:01:54 PM,1023,944,159,421,208,335,251,214,288,115,320,32,5
Lane 4,20181019221367,10/19/2018 11:01:30 PM,1023,893,754,409,746,277,740,147,741,48,"","",8
Lane 4,20181019270175,10/19/2018 11:27:11 PM,1023,951,343,405,343,386,352,366,360,343,362,309,8
Lane 4,20181019323045,10/19/2018 11:01:43 PM,1023,929,134,408,204,231,258,88,"","","","",5
Lane 4,20181019323531,10/19/2018 11:19:38 PM,1023,713,290,421,348,372,375,293,400,210,423,136,5
Lane 4,20181019367703,10/19/2018 11:00:30 PM,1023,64,564,406,585,284,599,156,610,52,14,29,1
Lane 4,20181019370976,10/19/2018 11:01:09 PM,1023,780,794,413,782,324,770,210,760,116,755,41,4
Lane 4,20181019375609,10/19/2018 11:00:24 PM,1023,642,267,393,308,277,343,160,374,66,402,3,3
Lane 4,20181019381331,10/19/2018 11:01:20 PM,1023,84,616,420,616,352,615,241,614,146,613,68,3
Lane 4,20181019383326,10/19/2018 11:19:31 PM,1023,18,536,408,543,362,548,293,552,222,556,158,2
Lane 4,20181019385834,10/19/2018 11:00:10 PM,1023,40,455,396,478,286,499,172,517,83,531,14,2
Lane 4,20181019406223,10/19/2018 11:09:38 PM,1023,515,119,421,166,391,194,358,217,312,240,260,3
Lane 4,20181019409217,10/19/2018 11:09:50 PM,1023,959,230,408,252,373,270,332,285,276,300,223,9
Lane 4,20181019413468,10/19/2018 11:01:40 PM,1023,928,1001,327,969,193,947,104,936,16,"","",4
Lane 4,20181019432985,10/19/2018 10:59:28 PM,1023,1015,175,396,208,297,237,187,262,95,286,25,9
Lane 4,20181019443645,10/19/2018 11:02:10 PM,1023,970,1013,414,983,270,958,134,942,30,"","",6
Lane 4,20181019469169,10/19/2018 11:27:07 PM,1023,235,339,417,379,375,401,301,424,219,450,162,6
Lane 4,20181019479509,10/19/2018 10:59:51 PM,1023,281,550,367,567,237,581,127,594,37,"","",4
Lane 4,20181019481620,10/19/2018 11:01:17 PM,1023,842,811,415,797,274,784,132,775,25,935,386,5
Lane 4,20181019488045,10/19/2018 11:02:13 PM,1023,992,988,347,965,209,944,101,"","","","",5
Lane 4,20181019488393,10/19/2018 11:09:47 PM,1023,763,332,398,353,360,370,303,385,252,399,196,8
Lane 4,20181019491625,10/19/2018 11:01:14 PM,1023,840,666,410,675,294,681,170,685,70,691,6,4
Lane 4,20181019502831,10/19/2018 11:00:18 PM,1023,535,179,378,223,292,261,202,297,126,329,62,5
Lane 4,20181019529351,10/19/2018 11:02:16 PM,1023,9,487,394,501,274,514,155,524,58,530,1,2
Lane 4,20181019548649,10/19/2018 11:00:42 PM,1023,678,231,420,294,322,332,200,366,106,392,30,5
Lane 4,20181019551011,10/19/2018 11:01:00 PM,1023,768,679,321,684,183,688,73,695,4,"","",2
Lane 4,20181019584619,10/19/2018 10:59:41 PM,1023,179,394,419,434,303,461,167,483,57,225,349,5
Lane 4,20181019591553,10/19/2018 11:00:07 PM,1023,401,548,331,570,168,589,40,"","","","",4
Lane 4,20181019599419,10/19/2018 11:01:36 PM,1023,925,287,420,305,400,324,376,341,349,356,311,7
Lane 4,20181019602807,10/19/2018 10:59:54 PM,1023,2,471,390,496,264,517,150,538,58,"","",1
Lane 4,20181019606772,10/19/2018 11:19:41 PM,1023,763,288,405,318,364,343,303,365,238,386,179,8
Lane 4,20181019612510,10/19/2018 10:59:25 PM,1023,1011,30,271,85,164,132,80,"","","","",8
Lane 4,20181019640261,10/19/2018 11:01:59 PM,1023,949,206,362,236,246,262,146,284,63,303,10,7
Lane 4,20181019671468,10/19/2018 11:00:27 PM,1023,644,271,358,317,217,356,103,393,19,"","",3
Lane 4,20181019673495,10/19/2018 10:59:44 PM,1023,1,521,332,539,181,562,62,467,1,469,2,1
Lane 4,20181019685832,10/19/2018 11:09:41 PM,1023,646,274,410,303,368,325,302,344,225,364,163,4
Lane 4,20181019726074,10/19/2018 11:01:23 PM,1023,876,676,395,693,270,705,151,715,54,"","",6
Lane 4,20181019732316,10/19/2018 10:59:15 PM,1023,1004,946,415,918,363,901,278,885,196,870,125,7
Lane 4,20181019741789,10/19/2018 10:59:31 PM,1023,1022,1123,351,1087,190,"","","","","","",9
Lane 4,20181019744592,10/19/2018 11:23:14 PM,1023,1015,136,385,168,300,197,212,223,135,244,67,9
Lane 4,20181019763736,10/19/2018 11:00:53 PM,1023,706,315,295,358,145,412,33,"","","","",4
Lane 4,20181019769047,10/19/2018 11:02:06 PM,1023,955,94,416,154,375,187,317,217,252,244,193,8
Lane 4,20181019776882,10/19/2018 11:00:15 PM,1023,468,525,404,553,258,576,131,588,26,"","",5
Lane 4,20181019781533,10/19/2018 11:00:35 PM,1023,65,497,300,523,156,551,46,"","","","",2
Lane 4,20181019801486,10/19/2018 11:00:21 PM,1023,640,439,356,465,224,490,120,509,37,"","",2
Lane 4,20181019815318,10/19/2018 11:00:33 PM,1023,656,415,364,441,232,463,122,484,36,"","",3
Lane 4,20181019831564,10/19/2018 11:00:47 PM,1023,679,257,392,279,350,298,287,315,226,331,169,6
Lane 4,20181019844750,10/19/2018 11:19:28 PM,1023,1015,50,420,121,363,155,268,185,183,213,114,9
Lane 4,20181019857684,10/19/2018 11:19:45 PM,1023,947,246,408,277,352,301,265,322,186,342,118,7
Lane 4,20181019863459,10/19/2018 11:19:35 PM,1023,2,601,401,607,338,610,245,613,163,616,93,1
Lane 4,20181019869165,10/19/2018 11:00:05 PM,1023,36,1150,417,1095,316,1055,193,1029,96,1012,12,2
Lane 4,20181019890707,10/19/2018 11:00:51 PM,1023,696,342,386,377,265,408,154,436,65,458,2,5
Lane 4,20181019927083,10/19/2018 10:59:58 PM,1023,32,498,402,504,363,509,311,514,247,519,189,1
Lane 4,20181019932013,10/19/2018 11:00:13 PM,1023,465,543,411,561,307,575,189,589,95,594,18,5
Lane 4,20181019937312,10/19/2018 10:59:13 PM,1023,1002,1018,409,978,280,956,143,944,39,"","",7
Lane 4,20181019955935,10/19/2018 11:01:03 PM,1023,772,746,388,746,284,745,182,748,98,745,29,3
Lane 4,20181019958052,10/19/2018 11:01:06 PM,1023,778,826,355,810,205,799,89,789,9,"","",4
Lane 4,20181019962398,10/19/2018 11:01:12 PM,1023,80,532,317,543,176,553,62,"","","","",2
Lane 4,20181019971047,10/19/2018 11:02:03 PM,1023,951,15,369,71,223,133,107,198,394,248,250,8
Lane 4,20181019974832,10/19/2018 10:59:37 PM,1023,128,578,333,580,203,581,97,583,19,"","",1
Lane 4,20181019981942,10/19/2018 11:01:33 PM,1023,896,946,265,921,118,"","","","","","",3
Lane 4,20181019991955,10/19/2018 11:06:23 PM,1023,1001,900,380,886,253,872,144,865,53,13,303,7
Lane 4,20181020025714,10/20/2018 9:09:42 PM,1023,1004,931,385,918,337,902,268,888,204,875,147,7
Lane 4,20181020073659,10/20/2018 9:10:31 PM,1023,947,94,416,147,386,210,234,229,185,256,137,7
Lane 4,20181020083908,10/20/2018 9:10:19 PM,1023,658,341,402,361,362,375,302,390,236,403,176,4
Lane 4,20181020101283,10/20/2018 12:23:39 PM,1023,1022,1074,419,1029,370,1013,294,994,214,978,144,9
Lane 4,20181020102465,10/20/2018 12:24:07 PM,1023,893,780,379,771,292,761,203,754,127,750,62,8
Lane 4,20181020132682,10/20/2018 9:09:48 PM,1023,10,651,419,636,373,636,330,637,268,637,201,2
Lane 4,20181020178897,10/20/2018 9:09:39 PM,1023,1000,1018,396,1000,349,987,289,972,219,957,150,6
Lane 4,20181020203909,10/20/2018 9:10:14 PM,1023,656,364,394,378,345,388,279,400,221,409,163,3
Lane 4,20181020254053,10/20/2018 12:24:17 PM,1023,951,111,375,158,289,199,202,235,127,270,65,8
Lane 4,20181020263488,10/20/2018 9:10:05 PM,1023,336,509,410,528,386,538,354,548,303,556,251,3
Lane 4,20181020289761,10/20/2018 12:23:51 PM,1023,643,369,421,394,369,410,282,424,196,436,121,4
Lane 4,20181020374664,10/20/2018 9:09:45 PM,1023,1015,55,393,85,346,114,278,141,218,163,161,9
Lane 4,20181020376412,10/20/2018 9:10:08 PM,1023,36,578,388,591,339,602,266,612,199,621,140,2
Lane 4,20181020393862,10/20/2018 12:23:55 PM,1023,679,248,396,283,330,309,236,332,164,360,103,6
Lane 4,20181020449169,10/20/2018 12:23:45 PM,1023,19,494,404,510,350,524,262,535,183,546,114,3
Lane 4,20181020514666,10/20/2018 9:09:50 PM,1023,144,377,394,398,345,419,273,438,212,455,154,2
Lane 4,20181020515815,10/20/2018 12:24:21 PM,1023,959,50,398,98,345,140,269,178,200,214,140,9
Lane 4,20181020524513,10/20/2018 12:23:58 PM,1023,832,808,402,791,268,775,139,763,36,"","",3
Lane 4,20181020528714,10/20/2018 12:23:48 PM,1023,1,427,402,447,352,463,269,478,195,491,130,1
Lane 4,20181020567670,10/20/2018 9:10:22 PM,1023,853,788,383,780,330,769,255,760,188,752,129,6
Lane 4,20181020589659,10/20/2018 9:10:28 PM,1023,915,78,270,156,128,215,19,"","","","",6
Lane 4,20181020607385,10/20/2018 9:10:01 PM,1023,25,461,401,481,363,495,308,508,244,521,186,3
Lane 4,20181020618415,10/20/2018 9:10:11 PM,1023,3,522,417,544,387,545,330,547,253,545,197,2
Lane 4,20181020631622,10/20/2018 12:24:11 PM,1023,8,623,374,624,252,629,146,632,63,632,1,1
Lane 4,20181020660903,10/20/2018 9:10:16 PM,1023,657,209,406,244,383,265,352,284,307,301,258,4
Lane 4,20181020697637,10/20/2018 12:23:42 PM,1023,16,491,372,508,278,523,185,536,105,548,38,1
Lane 4,20181020721678,10/20/2018 9:10:25 PM,1023,88,600,420,615,385,626,344,635,280,643,219,3
Lane 4,20181020743073,10/20/2018 12:23:36 PM,1023,1015,22,374,47,281,90,198,129,123,165,63,9
Lane 4,20181020771273,10/20/2018 9:10:35 PM,1023,951,228,415,254,373,275,315,292,246,308,182,8
Lane 4,20181020788573,10/20/2018 12:24:14 PM,1023,944,99,418,162,373,189,299,215,225,239,158,5
Lane 4,20181020815677,10/20/2018 9:09:55 PM,1023,200,588,379,589,318,591,257,594,191,592,123,3
Lane 4,20181020916855,10/20/2018 12:24:04 PM,1023,852,775,386,765,312,755,225,747,149,742,85,5
Lane 4,20181020947072,10/20/2018 9:09:57 PM,1023,24,447,403,473,375,487,327,497,262,508,206,2
Lane 4,20181020949166,10/20/2018 12:24:01 PM,1023,840,726,409,720,361,713,258,710,180,706,120,4
Lane 4,20181020979690,10/20/2018 9:09:52 PM,1023,1,490,419,503,378,514,326,524,253,533,188,1
Lane 4,20181023062685,10/24/2018 1:30:58 AM,1023,876,785,319,769,166,762,49,"","","","",6
Lane 4,20181023063000,10/24/2018 1:30:46 AM,1023,852,725,291,719,130,702,13,"","","","",5
Lane 4,20181023100224,10/24/2018 1:29:36 AM,1023,666,450,298,468,155,"","","","","","",5
Lane 4,20181023107332,10/24/2018 1:27:41 AM,1023,145,536,358,551,200,575,78,"","","","",3
Lane 4,20181023156329,10/24/2018 1:27:29 AM,1023,1005,911,407,881,234,859,97,"","","","",8
Lane 4,20181023213339,10/24/2018 1:28:10 AM,1023,262,846,404,827,248,808,110,475,7,1105,3,3
Lane 4,20181023213509,10/24/2018 1:30:10 AM,1023,763,411,386,439,221,465,91,"","","","",8
Lane 4,20181023227145,10/24/2018 1:31:04 AM,1023,893,775,274,754,122,746,13,"","","","",8
Lane 4,20181023273013,10/24/2018 1:27:36 AM,1023,1022,1067,312,1019,166,"","","","","","",9
Lane 4,20181023327659,10/24/2018 1:30:03 AM,1023,755,432,378,454,218,475,95,"","","","",7
Lane 4,20181023333455,10/24/2018 1:28:16 AM,1023,265,708,365,701,206,688,84,"","","","",3
Lane 4,20181023360748,10/24/2018 1:27:10 AM,1023,0,632,398,628,246,634,122,638,22,"","",0
Lane 4,20181023430039,10/24/2018 1:31:09 AM,1023,947,210,325,256,176,"","","","","","",7
Lane 4,20181023467123,10/24/2018 1:30:16 AM,1023,772,788,333,773,176,764,52,"","","","",3
Lane 4,20181023475058,10/24/2018 1:27:46 AM,1023,179,446,335,472,181,513,61,"","","","",5
Lane 4,20181023482159,10/24/2018 1:27:22 AM,1023,1004,971,285,941,144,932,32,"","","","",7
Lane 4,20181023507681,10/24/2018 1:30:22 AM,1023,780,781,312,763,166,766,47,"","","","",4
Lane 4,20181023556199,10/24/2018 1:31:13 AM,1023,960,1010,327,975,171,951,55,"","","","",4
Lane 4,20181023585539,10/24/2018 1:29:15 AM,1023,641,299,408,341,271,369,137,401,39,"","",3
Lane 4,20181023611622,10/24/2018 1:28:21 AM,1023,2,542,396,556,233,563,99,"","","","",1
Lane 4,20181023633980,10/24/2018 1:30:51 AM,1023,865,792,415,773,252,735,109,"","","","",5
Lane 4,20181023645529,10/24/2018 1:30:27 AM,1023,806,852,312,831,149,"","","","","","",5
Lane 4,20181023657378,10/24/2018 1:27:52 AM,1023,17,514,342,532,191,547,68,"","","","",2
Lane 4,20181023683486,10/24/2018 1:28:04 AM,1023,1,666,381,663,205,649,73,"","","","",1
Lane 4,20181023691573,10/24/2018 1:29:46 AM,1023,678,286,373,324,217,357,104,"","","","",5
Lane 4,20181023693828,10/24/2018 1:30:39 AM,1023,834,817,403,800,247,784,110,781,12,"","",4
Lane 4,20181023719142,10/24/2018 1:30:32 AM,1023,832,806,320,792,156,"","","","","","",3
Lane 4,20181023725689,10/24/2018 1:29:51 AM,1023,691,400,344,427,195,451,76,"","","","",6
Lane 4,20181023732536,10/24/2018 1:27:57 AM,1023,19,518,407,539,248,565,108,"","","","",3
Lane 4,20181023758886,10/24/2018 1:29:41 AM,1023,672,296,354,336,192,398,66,"","","","",3
Lane 4,20181023777517,10/24/2018 1:29:06 AM,1023,550,245,421,306,268,345,123,366,17,"","",4
Lane 4,20181023789341,10/24/2018 1:27:16 AM,1023,1002,1028,390,988,230,956,100,936,7,"","",7
Lane 4,20181023796329,10/24/2018 1:29:21 AM,1023,656,379,407,403,246,427,106,"","","","",3
Lane 4,20181023823933,10/24/2018 1:28:40 AM,1023,40,670,420,671,267,666,122,654,17,"","",2
Lane 4,20181023831992,10/24/2018 1:28:53 AM,1023,514,872,411,845,247,805,109,"","","","",2
Lane 4,20181023838991,10/24/2018 1:28:34 AM,1023,34,483,324,504,174,524,56,"","","","",2
Lane 4,20181023851791,10/24/2018 1:31:19 AM,1023,992,979,352,949,192,919,67,"","","","",5
Lane 4,20181023912306,10/24/2018 1:29:29 AM,1023,658,397,370,418,206,447,81,"","","","",4
Lane 4,20181023930164,10/24/2018 1:29:57 AM,1023,72,667,274,666,136,"","","","","","",2
Lane 4,20181023942895,10/24/2018 1:28:47 AM,1023,43,451,374,479,209,"","","","","","",4
Lane 4,20181023951107,10/24/2018 1:28:29 AM,1023,32,653,393,649,214,654,79,86,1,90,2,1
Lane 4,20181023993292,10/24/2018 1:29:01 AM,1023,517,300,388,349,207,400,66,"","","","",3
Lane 4,20181024014114,10/24/2018 10:49:23 PM,1023,842,809,378,806,308,800,229,794,159,788,98,5
Lane 4,20181024027401,10/24/2018 10:48:18 PM,1023,658,325,404,343,370,358,324,372,268,384,217,4
Lane 4,20181024030773,10/24/2018 10:48:10 PM,1023,656,310,386,334,315,358,233,379,162,400,100,3
Lane 4,20181024054381,10/24/2018 10:49:31 PM,1023,893,719,378,719,265,718,161,717,73,718,15,8
Lane 4,20181024061888,10/24/2018 10:49:42 PM,1023,944,96,397,139,334,173,249,204,173,231,109,5
Lane 4,20181024084185,10/24/2018 10:48:59 PM,1023,789,60,403,119,302,166,195,205,106,239,33,5
Lane 4,20181024090448,10/24/2018 10:48:37 PM,1023,688,378,398,398,326,416,230,431,146,446,76,4
Lane 4,20181024177138,10/24/2018 10:46:17 PM,1023,1020,985,383,971,317,954,234,938,160,924,97,8
Lane 4,20181024281003,10/24/2018 10:46:38 PM,1023,104,634,417,643,359,648,262,651,175,654,102,3
Lane 4,20181024342523,10/24/2018 10:48:24 PM,1023,667,458,238,464,198,470,161,475,127,481,95,6
Lane 4,20181024343361,10/24/2018 10:46:59 PM,1023,18,406,408,437,336,460,230,479,139,496,64,2
Lane 4,20181024408001,10/24/2018 10:49:17 PM,1023,836,758,378,754,250,751,140,753,54,"","",4
Lane 4,20181024409897,10/24/2018 10:48:31 PM,1023,678,273,394,296,342,316,267,336,203,354,146,5
Lane 4,20181024410188,10/24/2018 10:46:24 PM,1023,1022,1041,383,1000,202,"","","","","","",9
Lane 4,20181024413402,10/24/2018 10:49:37 PM,1023,897,96,382,134,315,167,237,196,167,222,107,4
Lane 4,20181024461977,10/24/2018 10:46:09 PM,1023,1015,72,384,95,352,114,307,130,266,146,228,9
Lane 4,20181024472495,10/24/2018 10:47:42 PM,1023,2,487,416,502,359,514,262,524,174,533,100,1
Lane 4,20181024477389,10/24/2018 10:47:13 PM,1023,251,398,414,422,364,439,284,454,202,468,131,7
Lane 4,20181024535740,10/24/2018 10:46:47 PM,1023,12,595,388,602,336,608,261,613,194,617,95,2
Lane 4,20181024559960,10/24/2018 10:49:51 PM,1023,947,240,399,265,354,287,287,307,219,325,158,7
Lane 4,20181024646952,10/24/2018 10:48:53 PM,1023,780,834,296,818,136,809,18,"","","","",4
Lane 4,20181024685078,10/24/2018 10:49:05 PM,1023,814,887,419,870,373,858,296,851,223,842,161,6
Lane 4,20181024697967,10/24/2018 10:45:55 PM,1023,1004,976,402,956,333,936,238,916,155,900,85,7
Lane 4,20181024716725,10/24/2018 10:47:56 PM,1023,473,534,379,546,308,556,223,566,148,574,83,6
Lane 4,20181024752388,10/24/2018 10:50:06 PM,1023,959,183,394,217,335,247,250,273,174,297,109,9
Lane 4,20181024767538,10/24/2018 10:47:07 PM,1023,19,484,419,511,334,529,213,545,112,560,32,3
Lane 4,20181024774769,10/24/2018 10:48:45 PM,1023,695,265,380,286,314,309,243,328,177,347,121,7
Lane 4,20181024785560,10/24/2018 10:50:21 PM,1023,992,1033,413,1007,368,992,296,976,221,962,160,5
Lane 4,20181024801643,10/24/2018 10:46:53 PM,1023,149,514,356,533,233,550,131,568,49,"","",4
Lane 4,20181024815858,10/24/2018 10:48:04 PM,1023,644,302,364,332,258,359,164,383,86,406,24,3
Lane 4,20181024844830,10/24/2018 10:47:28 PM,1023,260,654,297,664,137,"","","","","","",2
Lane 4,20181024853776,10/24/2018 10:47:20 PM,1023,256,599,378,609,269,617,168,627,86,632,20,1
Lane 4,20181024874619,10/24/2018 10:50:13 PM,1023,97,642,418,647,383,650,345,651,286,654,233,3
Lane 4,20181024879091,10/24/2018 10:47:48 PM,1023,3,479,405,496,351,509,263,521,182,531,113,2
Lane 4,20181024924629,10/24/2018 10:49:11 PM,1023,832,777,390,775,330,771,250,767,180,765,118,3
Lane 4,20181024938663,10/24/2018 10:49:58 PM,1023,951,67,388,108,322,142,243,174,169,202,108,8
Lane 4,20181024971498,10/24/2018 10:46:01 PM,1023,1007,905,373,894,295,883,214,873,144,866,84,9
Lane 4,20181024985083,10/24/2018 10:47:33 PM,1023,268,652,379,661,194,670,53,"","","","",3
Lane 4,20181025017555,10/25/2018 10:28:07 PM,1023,763,355,412,396,303,425,176,450,71,474,5,8
Lane 4,20181025088401,10/25/2018 10:28:14 PM,1023,774,835,365,822,239,809,131,800,44,"","",4
Lane 4,20181025112636,10/25/2018 10:26:14 PM,1023,4,586,350,606,201,627,86,"","","","",1
Lane 4,20181025133054,10/25/2018 10:27:49 PM,1023,69,567,334,594,148,60,3,"","","","",3
Lane 4,20181025168225,10/25/2018 10:25:48 PM,1023,456,524,305,559,140,586,8,"","","","",4
Lane 4,20181025170623,10/25/2018 10:26:39 PM,1023,580,761,361,756,202,753,77,"","","","",3
Lane 4,20181025172236,10/25/2018 10:30:08 PM,1023,955,216,396,269,256,313,129,346,34,"","",8
Lane 4,20181025176394,10/25/2018 10:26:23 PM,1023,549,284,294,347,117,"","","","","","",4
Lane 4,20181025218262,10/25/2018 10:27:03 PM,1023,656,405,338,451,149,451,149,"","","","",3
Lane 4,20181025228099,10/25/2018 10:29:50 PM,1023,947,148,355,212,206,270,93,318,0,"","",7
Lane 4,20181025231004,10/25/2018 10:26:06 PM,1023,472,544,324,564,180,585,68,"","","","",5
Lane 4,20181025232254,10/25/2018 10:26:54 PM,1023,644,293,326,334,200,369,102,380,11,"","",3
Lane 4,20181025234552,10/25/2018 10:29:24 PM,1023,910,827,338,818,162,"","","","","","",6
Lane 4,20181025239413,10/25/2018 10:23:42 PM,1023,0,447,383,477,246,500,122,523,28,"","",0
Lane 4,20181025247351,10/25/2018 10:28:49 PM,1023,842,775,388,770,195,"","","","","","",5
Lane 4,20181025277340,10/25/2018 10:23:51 PM,1023,1005,870,343,853,195,841,81,"","","","",8
Lane 4,20181025346616,10/25/2018 10:27:41 PM,1023,696,349,418,388,321,415,196,439,91,461,17,5
Lane 4,20181025387524,10/25/2018 10:24:09 PM,1023,100,600,399,621,205,"","","","","","",3
Lane 4,20181025395318,10/25/2018 10:29:09 PM,1023,893,711,379,713,227,716,108,719,16,"","",8
Lane 4,20181025404384,10/25/2018 10:24:01 PM,1023,1007,888,393,878,301,866,197,855,110,846,37,9
Lane 4,20181025421140,10/25/2018 10:24:58 PM,1023,324,564,369,580,224,595,108,605,19,"","",3
Lane 4,20181025459466,10/25/2018 10:25:58 PM,1023,468,544,417,565,299,580,168,596,66,"","",5
Lane 4,20181025467848,10/25/2018 10:26:31 PM,1023,57,440,398,468,289,490,170,510,71,527,9,4
Lane 4,20181025470228,10/25/2018 10:27:13 PM,1023,657,406,377,440,223,470,102,486,9,"","",4
Lane 4,20181025480365,10/25/2018 10:29:01 PM,1023,876,737,281,740,117,"","","","","","",6
Lane 4,20181025485869,10/25/2018 10:29:16 PM,1023,8,603,383,613,252,622,137,632,47,"","",1
Lane 4,20181025511375,10/25/2018 10:29:41 PM,1023,945,170,405,221,277,267,153,311,52,"","",6
Lane 4,20181025512125,10/25/2018 10:24:49 PM,1023,1,512,418,526,329,538,206,547,104,556,26,1
Lane 4,20181025517543,10/25/2018 10:29:32 PM,1023,929,129,362,191,206,242,82,288,0,"","",5
Lane 4,20181025643456,10/25/2018 10:28:39 PM,1023,840,685,343,691,219,695,117,704,36,"","",4
Lane 4,20181025653731,10/25/2018 10:25:30 PM,1023,401,547,395,566,248,583,121,596,22,"","",4
Lane 4,20181025656161,10/25/2018 10:25:22 PM,1023,3,510,393,527,282,542,166,554,70,566,10,2
Lane 4,20181025664846,10/25/2018 10:27:24 PM,1023,661,287,419,344,320,376,196,405,99,426,24,5
Lane 4,20181025703602,10/25/2018 10:25:40 PM,1023,41,619,344,634,203,650,94,652,9,"","",3
Lane 4,20181025716386,10/25/2018 10:29:59 PM,1023,948,105,389,168,238,220,117,"","","","",6
Lane 4,20181025722729,10/25/2018 10:25:14 PM,1023,364,675,388,680,253,683,132,686,34,"","",5
Lane 4,20181025757447,10/25/2018 10:28:24 PM,1023,832,787,407,782,285,774,155,770,51,"","",3
Lane 4,20181025781855,10/25/2018 10:26:48 PM,1023,642,268,405,311,282,348,159,383,62,"","",3
Lane 4,20181025840380,10/25/2018 10:28:56 PM,1023,853,719,374,717,241,716,131,720,45,"","",6
Lane 4,20181025842522,10/25/2018 10:24:17 PM,1023,1015,93,277,175,101,"","","","","","",9
Lane 4,20181025871535,10/25/2018 10:27:59 PM,1023,72,422,420,462,286,491,145,519,38,"","",2
Lane 4,20181025902719,10/25/2018 10:27:31 PM,1023,676,246,400,298,260,342,136,366,37,"","",4
Lane 4,20181025907803,10/25/2018 10:25:06 PM,1023,328,641,400,652,255,661,125,669,28,"","",3
Lane 4,20181025912068,10/25/2018 10:24:41 PM,1023,106,477,364,497,239,517,136,527,53,"","",4
Lane 4,20181025916992,10/25/2018 10:28:32 PM,1023,836,766,322,759,180,761,70,"","","","",4
Lane 4,20181025947695,10/25/2018 10:24:24 PM,1023,1022,1116,378,1082,242,1046,127,1009,37,"","",9
Lane 4,20181027015151,10/28/2018 1:13:15 AM,1023,678,247,398,304,229,348,88,"","","","",5
Lane 4,20181027029726,10/28/2018 1:11:40 AM,1023,32,641,398,646,295,649,184,651,104,643,22,1
Lane 4,20181027036385,10/28/2018 2:40:52 AM,1023,659,318,413,355,351,382,246,405,154,426,77,5
Lane 4,20181027045422,10/28/2018 1:14:33 AM,1023,832,772,292,764,132,760,17,295,4,279,8,3
Lane 4,20181027049609,10/28/2018 1:13:39 AM,1023,695,166,414,181,407,200,389,217,370,231,348,7
Lane 4,20181027058685,10/28/2018 1:13:19 AM,1023,679,116,415,191,384,219,329,246,266,271,206,6
Lane 4,20181027071139,10/28/2018 1:11:52 AM,1023,34,484,270,514,116,545,6,"","","","",2
Lane 4,20181027076075,10/28/2018 1:14:05 AM,1023,780,832,353,822,223,815,125,814,38,"","",4
Lane 4,20181027076291,10/28/2018 1:12:40 AM,1023,640,295,418,342,349,370,240,395,149,418,73,2
Lane 4,20181027098372,10/28/2018 2:40:49 AM,1023,658,414,251,443,79,"","","","","","",4
Lane 4,20181027110167,10/28/2018 1:15:33 AM,1023,947,186,401,231,269,270,140,302,36,"","",7
Lane 4,20181027115800,10/28/2018 1:35:00 AM,1023,0,503,344,515,188,523,64,"","","","",0
Lane 4,20181027133271,10/28/2018 1:35:44 AM,1023,893,781,342,761,189,748,69,"","","","",8
Lane 4,20181027153533,10/28/2018 1:13:35 AM,1023,691,257,251,266,236,270,220,279,197,289,178,6
Lane 4,20181027162305,10/28/2018 1:14:28 AM,1023,814,806,404,807,366,805,309,801,257,797,200,6
Lane 4,20181027183409,10/28/2018 2:40:41 AM,1023,3,503,404,525,269,544,132,559,26,"","",2
Lane 4,20181027200020,10/28/2018 1:35:39 AM,1023,836,822,401,802,256,783,122,767,22,"","",4
Lane 4,20181027233776,10/28/2018 1:12:54 AM,1023,658,262,413,318,306,362,182,399,80,435,9,4
